1.39756	1.52908	1.22734	1.32549	2.05055	1.12878	1.33689	1.483	1.13091
1.39871	1.49811	1.01005	1.32549	1.76247	0.920796	1.33689	1.43156	0.9137
1.39871	1.40457	0.869332	1.32549	1.56385	0.779907	1.33689	1.36135	0.777114
1.39871	1.28839	0.733406	1.32549	1.37374	0.66145	1.33689	1.23829	0.655141
1.39871	1.18629	0.630278	1.32549	1.23379	0.557352	1.33689	1.13159	0.550142
1.39871	1.16273	0.590934	1.32549	1.19427	0.523124	1.33689	1.12488	0.518598
1.39871	0.973617	0.485611	1.32549	0.9834	0.42947	1.33689	0.92699	0.422813
1.39871	1.00642	0.485465	1.32549	1.01648	0.410317	1.33689	0.96514	0.401765
1.39871	0.925898	0.419643	1.32549	0.925815	0.356128	1.33689	0.89863	0.35187
1.39871	0.636049	0.285963	1.32549	0.630379	0.251902	1.33689	0.61324	0.246061
1.39871	0.655603	0.29509	1.32549	0.6491	0.261299	1.33689	0.62672	0.254356
1.39871	0.684105	0.303117	1.32549	0.674397	0.264984	1.33689	0.658153	0.259095
1.39871	0.702325	0.301043	1.32549	0.696677	0.264635	1.33689	0.677852	0.258766
1.39871	0.689944	0.292509	1.32549	0.679185	0.25245	1.33689	0.668817	0.247746
1.39871	0.71572	0.29076	1.32549	0.700472	0.243755	1.33689	0.692613	0.239095
1.39871	0.704174	0.28243	1.32549	0.685829	0.228591	1.33689	0.676908	0.224625
1.39871	0.663878	0.248943	1.32549	0.642378	0.195905	1.33689	0.636297	0.191885
1.39871	0.585273	0.204799	1.32549	0.56428	0.159057	1.33689	0.564771	0.159603
1.39871	0.326945	0.113643	1.32549	0.317703	0.0856036	1.33689	0.322181	0.0875426
1.39871	0	0	1.32549	0	0	1.33689	0	0
