4.02394	4.61712	2.14932	3.86531	4.83852	2.22678	3.93828	4.44438	2.61677
9.67227	10.8389	5.16389	9.27577	11.5664	5.3371	9.5379	10.5925	6.1896
16.5144	18.2158	9.31078	15.8917	19.7969	9.58389	16.249	17.7899	10.6483
23.3991	25.555	13.19	22.5741	28.2983	13.5591	23.0953	25.0511	15.0203
30.5013	33.1867	17.3436	29.7192	37.4907	17.5883	30.484	32.9323	19.4722
35.1003	38.0744	20.6655	34.2905	43.6085	21.0037	35.2792	37.9553	23.1686
41.9426	44.7607	24.8752	41.0562	51.7976	25.0938	41.9775	44.6216	27.2602
46.9917	49.5043	28.1811	45.9925	57.9485	28.3242	47.2627	49.6203	30.8172
52.6897	55.1836	31.6188	51.736	65.2135	31.8027	53.1616	55.4396	34.6105
57.1384	58.9628	34.6544	56.1307	70.3799	34.7767	57.5691	59.2312	37.4875
61.8491	64.1152	38.0636	60.8283	76.825	38.2349	62.3725	64.2794	41.1171
65.0576	66.9424	41.2729	64.0202	81.6973	41.3068	65.6069	67.3612	43.9394
70.041	71.4844	44.8123	69.1085	87.7021	44.8495	70.8667	72.1105	47.9973
